"","expId","Compound","Catalog.No.","Rack.Number","M.w.","CAS.Number","Form","Targets..as.supplied.","Target.class..11Mar15.","Molecule.Type","Target.Species","Target.Type","Information","Smiles","Max.Solubility.in.DMSO","URL","Pathway","Plate","Position","Screen","phenotypic_Marker","0","2","4","6","8","10","12","14","16","18","20","22","24","phenotypic_Marker","0","2","4","6","8","10","12","14","16","18","20","22","24","phenotypic_Marker","0","2","4","6","8","10","12","14","16","18","20","22","24"
"1388","2","Doxycycline HCl","S4005","L1700-16",480.9,"10592-13-9","hydrochloride","MMP;Others","MMP;Other","Synthetic small molecule","Bacteria","Signaling-related","Doxycycline HCL is a tetracycline antibiotic that commonly used to treat a variety of infections and MMP inhibitor.","Cl.C1=CC(=C2C(=C1)[C@H]([C@@]3(C(C2=O)=C([C@]4([C@@]([C@@H]3O)([C@H](C(=C(C4=O)C(N)=O)O)N(C)C)[H])O)O)[H])C)O",10,"http://www.selleckchem.com/products/doxycycline-hcl.html","Others",4,"j20","ENTER_SCREEN_NAME","Confluency",53.3341,49.07149,47.81091,48.09201,46.97621,46.61606,46.19101,45.54916,45.43056,45.44701,45.0523,44.90034,44.63192,"Sytox Green",40.8406,70.07877,104.8861,144.7985,184.7109,206.0594,213.485,227.872,242.259,262.6794,271.9613,289.1329,296.5585,"mCherry",3,7,6,11,6,8,13,7,12,12,9,7,7
"1389","2","IMD 0354","S2864","L1700-14",383.67,"978-62-1","free base","IkB/IKK","IkB/IKK","Synthetic small molecule","Mammalian","Signaling-related","IMD-0354 is an IKKBeta inhibitor and blocks IkBA phosphorylation in NF-kB pathway.","C1=CC(=CC(=C1O)C(NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)=O)Cl",26,"http://www.selleckchem.com/products/imd-0354.html","NF-kB",4,"j21","ENTER_SCREEN_NAME","Confluency",73.40873,67.93952,66.81122,65.47679,66.28368,65.39198,64.76518,64.65872,64.92546,63.83877,62.36967,60.89064,63.90932,"Sytox Green",85.39399,139.2293,174.0367,232.513,304.4482,338.3273,364.3167,379.632,385.6653,409.3342,424.6494,435.3237,453.8876,"mCherry",3,4,6,7,6,7,9,6,4,7,4,8,2
"1390","2","Ouabain","S4016","L1700-16",728.77,"630-60-4","free base","Sodium Channel","Sodium Channel","Synthetic small molecule","Mammalian","Channel","Ouabain is a selective Na+/K+; -ATPase inhibitor; binds to A2 /A3 subunit with Ki of 41 nM/15 nM.","[C@]12([C@]3([H])[C@]([H])([C@@]4([C@](C[C@H]3O)([C@H](C5COC(C=5)=O)CC4)C)O)CC[C@]1(O)C[C@H](O[C@H]6[C@@H](O)[C@@H]([C@H]([C@H](O6)C)O)O)C[C@@H]2O)CO.O.O.O.O.O.O.O.O",200,"http://www.selleckchem.com/products/ouabain.html","Transmembrane Transporters",4,"j22","ENTER_SCREEN_NAME","Confluency",72.22964,65.80088,65.17943,65.36214,65.17528,65.31002,65.15074,64.60184,64.77967,64.80692,64.26571,63.90787,64.25491,"Sytox Green",147.119,265.928,310.4814,381.4884,472.9156,563.4147,625.1397,632.1011,642.3113,649.2728,636.7421,639.9908,640.919,"mCherry",7,13,19,24,21,24,17,13,7,8,5,9,7
"1391","2","Empty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"j23","ENTER_SCREEN_NAME","Confluency",62.43472,60.45419,59.85257,60.53428,61.1267,58.91764,58.59645,57.51038,58.52034,57.4544,56.50596,56.78582,56.77073,"Sytox Green",22.27669,29.23816,38.05602,70.07877,127.1628,194.9211,252.4692,295.1662,312.8019,350.3938,378.7038,418.1521,442.7493,"mCherry",6,8,8,9,10,5,5,5,7,3,6,2,0
"1392","2","Empty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"j24","ENTER_SCREEN_NAME","Confluency",67.00169,61.61274,61.82439,60.97881,59.66091,60.3347,58.60943,57.74429,56.75474,57.70356,55.91967,55.94672,55.90994,"Sytox Green",44.55339,69.61466,114.1681,174.9649,225.0874,245.9718,259.8947,282.1714,298.879,311.8737,325.7966,342.5042,360.1399,"mCherry",1,3,5,20,24,21,19,13,13,9,8,6,5
"1393","2","MG-132","S2619","L1700-13",475.62,"133407-82-6","free base","Proteasome","Proteasome","Synthetic small molecule","Mammalian","Protease","MG-132 is an inhibitor of proteasome with IC50 of 100 nM; and also inhibits calpain with IC50 of 1.2 muM.","C1=CC=C(C=C1)COC(N[C@H](C(N[C@H](C(N[C@@H](CC(C)C)C=O)=O)CC(C)C)=O)CC(C)C)=O",199,"http://www.selleckchem.com/products/MG132.html","Proteases",4,"k1","ENTER_SCREEN_NAME","Confluency",71.36813,69.38633,70.52901,70.46125,70.7115,70.57462,71.07285,70.6882,71.39268,71.40245,71.31297,70.60204,70.61555,"Sytox Green",28.30996,124.8423,509.1153,918.4495,1211.295,1374.193,1465.157,1511.566,1560.761,1597.889,1642.906,1678.642,1706.488,"mCherry",0,11,37,50,67,78,79,80,71,71,57,59,54
"1394","2","Prucalopride","S2875","L1700-15",367.87,"179474-81-8","free base","5-HT Receptor","5-HT Receptor","Synthetic small molecule","Mammalian","Receptor","Prucalopride is a selective; high affinity 5-HT receptor agonist for 5-HT4A and 5-HT4B receptor with Ki of 2.5 nM and 8 nM; respectively; exhibits >290-fold selectivity against other 5-HT receptor subtypes. Phase 3.","C1(C2=C(CCO2)C(=C(C=1)Cl)N)C(NC3CCN(CC3)CCCOC)=O",163,"http://www.selleckchem.com/products/prucalopride.html","Neuronal Signaling",4,"k2","ENTER_SCREEN_NAME","Confluency",69.08363,64.66218,63.18706,64.62176,63.47406,61.56496,60.64616,59.72316,58.99539,58.88499,59.15846,58.97218,58.4655,"Sytox Green",47.33797,79.82481,117.8808,161.506,205.5953,257.5742,273.8177,287.7406,315.1224,332.294,353.1784,375.4551,392.1626,"mCherry",2,1,5,21,13,14,14,11,20,15,12,11,7
"1395","2","Tubastatin A HCl","S2627","L1700-13",371.86,"1310693-92-5","hydrochloride","HDAC","HDAC","Synthetic small molecule","Mammalian","Epigenetic modifier","Tubastatin A is a potent and selective HDAC6 inhibitor with IC50 of 15 nM. It is selective (1000-fold more) against all other isozymes except HDAC8 (57-fold more).","C1(=C(C=CC(=C1)CN2C3=C(C4=C2C=CC=C4)CN(CC3)C)C(NO)=O).Cl",198,"http://www.selleckchem.com/products/tubastatin-a-hcl.html","Epigenetics",4,"k3","ENTER_SCREEN_NAME","Confluency",66.55541,62.07732,61.33118,61.3644,60.4877,60.71455,60.73209,59.62687,59.36406,59.33207,59.20889,58.85275,58.02922,"Sytox Green",51.51485,90.49906,142.9421,199.562,255.7179,304.4482,324.8684,344.3605,360.604,374.0628,380.5602,389.378,397.2677,"mCherry",1,4,12,18,21,22,23,20,26,18,14,15,13
"1396","2","GW441756","S2891","L1700-15",275.3,"504433-23-2","free base","Trk receptor","TRK","Synthetic small molecule","Mammalian","Kinase","GW441756 is a potent; selective inhibitor of TrkA with IC50 of 2 nM; with very little activity to c-Raf1 and CDK2.","C1=CC=C2C(=N1)C(C(N2)=O)=CC3=CN(C4=C3C=CC=C4)C",90,"http://www.selleckchem.com/products/gw-441756.html","Protein Tyrosine Kinase",4,"k4","ENTER_SCREEN_NAME","Confluency",66.58056,61.89779,60.00037,60.17617,59.21598,58.35822,58.99789,57.50677,56.45907,56.56151,56.49423,55.87595,56.43364,"Sytox Green",31.09455,73.79154,124.8423,175.429,214.8773,240.4026,264.0716,285.4201,299.343,334.6145,358.7476,371.7423,392.6267,"mCherry",0,6,9,14,17,18,18,18,13,8,8,5,7
"1397","2","CCT128930","S2635","L1700-13",341.84,"885499-61-6","free base","Akt","AKT","Synthetic small molecule","Mammalian","Kinase","CCT128930 is a potent; ATP-competitive and selective inhibitor of Akt2 with IC50 of 6 nM; 28-fold greater selectivity for Akt2 than the closely related PKA kinase.","N1=CN=C2C(=C1N3CCC(CC3)(N)CC4=CC=C(C=C4)Cl)C=CN2",198,"http://www.selleckchem.com/products/cct128930.html","PI3K/Akt/mTOR",4,"k5","ENTER_SCREEN_NAME","Confluency",68.00555,65.3513,62.77456,62.88328,62.9515,60.70537,60.755,59.84658,59.66308,59.61046,60.13653,59.73708,59.33646,"Sytox Green",46.40978,95.14005,177.7495,257.1102,315.1224,347.6092,361.9962,380.5602,397.7318,431.6109,448.7825,468.2747,504.4743,"mCherry",1,3,13,15,15,15,18,14,8,6,9,6,5
"1398","2","Cobicistat (GS-9350)","S2900","L1700-15",776.02,"1004316-88-4","free base","P450 (e.g. CYP17)","CYP3A","Synthetic small molecule","Mammalian","Metabolism-related","Cobicistat (GS-9350) is a potent and selective inhibitor of CYP3A with IC50 of 30-285 nM.","C1(CN(C(N[C@H](C(N[C@H](CC[C@@H](NC(OCC2=CN=CS2)=O)CC3=CC=CC=C3)CC4=CC=CC=C4)=O)CCN5CCOCC5)=O)C)=CSC(=N1)C(C)C",10,"http://www.selleckchem.com/products/cobicistat-gs-9350.html","Metabolism",4,"k6","ENTER_SCREEN_NAME","Confluency",62.25015,60.19487,57.42636,57.39334,56.24406,56.41462,54.99592,56.01041,55.23317,54.84634,54.61868,54.8979,53.77104,"Sytox Green",39.44831,62.1891,95.60414,138.7652,183.7827,206.5235,220.9105,247.3641,275.21,306.7686,345.7528,379.632,395.4113,"mCherry",1,4,14,14,14,15,15,18,15,12,15,12,11
"1399","2","MK-0752","S2660","L1700-13",442.9,"471905-41-6","free base","Gamma-secretase;Beta Amyloid","Gamma-secretase","Synthetic small molecule","Mammalian","Signaling-related","MK-0752 is a moderately potent gamma-secretase inhibitor; which reduces ABeta40 production with IC50 of 5 nM. Phase 1/2.","C1=CC(=CC=C1Cl)S([C@]2(CC[C@H](CC2)CCC(=O)O)C3=C(C=CC(=C3)F)F)(=O)=O",200,"http://www.selleckchem.com/products/mk-0752.html","Proteases",4,"k7","ENTER_SCREEN_NAME","Confluency",58.56785,53.41066,52.71826,52.08247,51.84014,51.19396,50.84553,50.31752,50.51255,49.67246,49.77527,49.37194,49.43092,"Sytox Green",31.09455,70.07877,121.1295,173.1085,224.6233,262.6794,289.597,314.1942,349.0015,361.9962,386.1293,413.5111,430.6827,"mCherry",3,8,16,14,21,21,23,22,19,14,9,13,10
"1400","2","Tempol","S2910","L1700-15",172.24,"2226-96-2","free base","Others","ROS","Synthetic small molecule","Mammalian","ROS","TEMPOL is a superoxide scavenger that displays neuroprotective; anti-inflammatory and analgesic effects.","C1(N(C(CC(C1)O)(C)C)[O])(C)C",197,"http://www.selleckchem.com/products/tempol-4-hydroxy-tempo.html","Others",4,"k8","ENTER_SCREEN_NAME","Confluency",64.02273,59.94882,58.61256,57.68184,55.81522,56.17138,54.8576,54.45873,54.12072,53.85112,54.66599,53.1265,52.40677,"Sytox Green",26.91767,65.90189,112.7758,172.1803,213.9491,241.7949,264.5357,295.1662,316.0506,351.7861,365.709,391.6985,426.9699,"mCherry",2,5,9,8,18,13,18,11,15,9,12,6,9
"1401","2","A-674563","S2670","L1700-13",358.44,"552325-73-2","free base","PKA;CDK;Akt","AKT;PKA;CDK","Synthetic small molecule","Mammalian","Kinase","A-674563 is an Akt1 inhibitor with Ki of 11 nM; modest potent to PKA and >30-fold selective for Akt1 over PKC.","C1=CC=CC(=C1)C[C@@H](COC2=CC(=CN=C2)C3=CC4=C(C=C3)NN=C4C)N",200,"http://www.selleckchem.com/products/a-674563.html","PI3K/Akt/mTOR",4,"k9","ENTER_SCREEN_NAME","Confluency",79.34917,77.17121,73.43968,70.79243,68.47931,67.42863,66.6878,65.76458,65.52399,64.85927,64.23076,64.09653,63.21057,"Sytox Green",33.87914,108.5989,357.3553,733.2745,1042.828,1262.346,1441.024,1482.792,1555.192,1600.673,1622.95,1638.729,1630.84,"mCherry",2,5,13,16,26,20,23,26,24,17,16,16,11
"1402","2","IOX2","S2919","L1700-15",352.34,"931398-72-0","free base","HIF","PHD","Synthetic small molecule","Mammalian","Metabolism-related","IOX2 is a potent inhibitor of HIF-1A prolyl hydroxylase-2 (PHD2) with IC50 of 21 nM; >100-fold selectivity over JMJD2A; JMJD2C; JMJD2E; JMJD3; or the 2OG oxygenase FIH.","C(CNC(=O)C1C(N(C2C=CC=CC(C=1O)=2)CC3C=CC=CC=3)=O)(=O)O",19,"http://www.selleckchem.com/products/iox2.html","Angiogenesis",4,"k10","ENTER_SCREEN_NAME","Confluency",59.23704,53.81342,53.15625,51.78024,51.86624,51.42784,50.71075,50.5684,50.62486,49.98413,49.64643,48.95249,48.80087,"Sytox Green",23.20489,57.08403,95.14005,135.0524,170.788,185.6391,205.5953,221.3746,242.259,261.287,284.956,298.4149,312.3378,"mCherry",4,8,7,10,11,11,10,14,13,10,11,5,3
"1403","2","AS-604850","S2681","L1700-13",285.22,"648449-76-7","free base","PI3K","PI3K","Synthetic small molecule","Mammalian","Kinase","AS-604850 is a selective; ATP-competitive PI3Kgamma inhibitor with IC50 of 250 nM; over 80-fold selectivity for PI3Kgamma than PI3Kδ/Beta; and 18-fold more selective for PI3Kgamma than PI3KA.","C12=C(C=CC(=C1)/C=C3\SC(NC3=O)=O)OC(O2)(F)F",199,"http://www.selleckchem.com/products/as-604850.html","PI3K/Akt/mTOR",4,"k11","ENTER_SCREEN_NAME","Confluency",58.18818,52.25804,50.48992,50.20339,49.17682,49.17353,47.95357,47.971,47.14919,47.14463,46.83746,46.22066,45.86127,"Sytox Green",22.27669,59.86861,109.9912,158.2573,192.1365,213.485,233.9053,253.8615,271.4972,284.0278,304.9122,330.9017,347.6092,"mCherry",1,3,7,26,12,19,14,13,12,10,13,7,6
"1404","2","TAK-715","S2928","L1700-15",399.51,"303162-79-0","free base","p38 MAPK","p38 MAPK","Synthetic small molecule","Mammalian","Kinase","TAK-715 is a p38 MAPK inhibitor for p38A with IC50 of 7.1 nM; 28-fold more selective for p38A over p38Beta; no inhibition to p38gamma/δ; JNK1; ERK1; IKKBeta; MEKK1 or TAK1. Phase 2.","C(C1C=CC=CC=1)(=O)NC2C=C(C=CN=2)C3=C(N=C(S3)CC)C4C=C(C=CC=4)C",200,"http://www.selleckchem.com/products/tak-715.html","MAPK",4,"k12","ENTER_SCREEN_NAME","Confluency",54.47263,49.63294,48.21779,46.69287,46.48928,44.97405,44.87169,44.54822,43.91765,44.00864,43.62798,43.32288,43.20494,"Sytox Green",34.34324,105.3502,182.3904,254.3256,312.3378,346.681,373.5987,405.6215,437.6442,466.4182,498.441,536.0329,553.6686,"mCherry",5,2,9,12,12,20,15,11,12,10,11,9,7
"1405","2","BMY 7378","S2691","L1700-13",458.42,"21102-95-4","dihydrochloride","5-HT Receptor","5-HT Receptor","Synthetic small molecule","Mammalian","Receptor","BMY 7378 is a multi-targeted inhibitor of A2C-adrenoceptor and A1D-adrenoceptor with pKi of 6.54 and 8.2; respectively; and acts as a mixed agonist and antagonist for 5-HT1A receptor with pKi of 8.3.","C1(=CC=C(C(=C1)N2CCN(CC2)CCN3C(CC4(CC3=O)CCCC4)=O)OC).Cl.Cl",200,"http://www.selleckchem.com/products/bmy-7378.html","Neuronal Signaling",4,"k13","ENTER_SCREEN_NAME","Confluency",50.66628,45.76228,45.40371,44.77664,44.03887,43.03397,42.85336,42.8412,42.16625,41.78421,42.05512,41.36012,41.21142,"Sytox Green",30.63045,86.78629,135.9807,188.8878,217.6618,253.8615,266.8562,261.7511,297.0226,305.3763,314.6583,323.9402,336.4709,"mCherry",1,4,4,7,13,13,14,8,7,5,4,4,3
"1406","2","Zaltoprofen","S3008","L1700-15",298.36,"74711-43-6","free base","COX","COX","","Mammalian","Metabolism-related","Zaltoprofen is an inhibitor of Cox-1 and Cox-2 for treatment of arthritis.","C1=CC=C2C(=C1)C(CC3=C(S2)C=CC(=C3)C(C)C(=O)O)=O",201,"http://www.selleckchem.com/products/zaltoprofen.html","Neuronal Signaling",4,"k14","ENTER_SCREEN_NAME","Confluency",61.26324,55.89919,54.22235,53.46075,52.50659,52.41125,51.82575,51.60354,51.13411,50.54215,50.16494,49.5123,49.29636,"Sytox Green",30.16636,72.39925,122.0577,181.9263,220.4464,244.5795,273.8177,287.2765,313.266,334.1504,361.0681,381.4884,414.9034,"mCherry",1,5,8,21,21,21,19,23,20,19,12,9,7
"1407","2","KX2-391","S2700","L1700-13",431.53,"897016-82-9","free base","Src","SRC","Synthetic small molecule","Mammalian","Kinase","KX2-391 (KX01); the first clinical Src inhibitor (peptidomimetic class) that targets the peptide substrate site of Src; with GI50 of 9-60 nM in cancer cell lines. Phase 1/2.","C1=C(C=CC(=C1)C2=CC=C(N=C2)CC(NCC3=CC=CC=C3)=O)OCCN4CCOCC4",199,"http://www.selleckchem.com/products/kx2-391.html","Angiogenesis",4,"k15","ENTER_SCREEN_NAME","Confluency",61.39475,59.12974,56.35827,55.71285,54.59396,52.74959,51.4904,50.48556,49.76341,49.16153,48.49004,48.48094,48.02291,"Sytox Green",31.09455,57.54812,118.3449,175.8931,216.2696,264.5357,301.6635,331.3658,373.5987,394.019,428.8263,458.0645,486.8386,"mCherry",15,15,14,22,24,22,23,19,23,17,18,12,6
"1408","2","Bufexamac","S3023","L1700-15",223.27,"2438-72-4","free base","COX","COX","","Mammalian","Metabolism-related","Bufexamac is a COX inhibitor for IFN-A release with EC50 of 8.9 muM.","C1(C=CC(=CC=1)OCCCC)CC(=O)NO",201,"http://www.selleckchem.com/products/bufexamac.html","Neuronal Signaling",4,"k16","ENTER_SCREEN_NAME","Confluency",59.64687,55.35998,53.97166,53.04015,52.76584,52.24911,51.65874,51.42419,50.92053,50.97266,50.72011,50.27554,50.87259,"Sytox Green",38.98421,72.39925,104.8861,144.7985,173.1085,188.8878,188.4237,198.6339,208.3799,225.0874,254.3256,277.0664,308.1609,"mCherry",1,10,13,10,9,20,25,25,19,21,23,14,19
"1409","2","AMG-900","S2719","L1700-13",503.58,"945595-80-2","free base","Aurora Kinase","Aurora Kinase","Synthetic small molecule","Mammalian","Kinase","AMG 900 is a potent and highly selective pan-Aurora kinases inhibitor for Aurora A/B/C with IC50 of 5 nM/4 nM /1 nM. It is >10-fold selective for Aurora kinases than p38A; Tyk2; JNK2; Met and Tie2. Phase 1.","C1=CC(=C(N=C1)OC2=CC=C(C=C2)NC3C4=C(C(=NN=3)C5SC=C(C=5)C)C=CC=C4)C6=NC(=NC=C6)N",198,"http://www.selleckchem.com/products/amg-900.html","Cell Cycle",4,"k17","ENTER_SCREEN_NAME","Confluency",70.72076,66.62585,64.93829,64.18195,63.40425,62.30307,61.69893,61.40644,61.18253,60.92687,60.80772,60.79649,60.63726,"Sytox Green",35.27143,63.1173,98.38873,139.2293,168.4675,198.1698,213.0209,253.3974,306.3045,361.0681,392.6267,428.8263,468.7387,"mCherry",1,7,10,7,11,11,12,8,9,6,2,1,2
"1410","2","Daunorubicin HCl","S3035","L1700-15",563.98,"23541-50-6","hydrochloride","Telomerase","TOP2","Natural product","Mammalian","Nucleic acid metabolism","Daunorubicin HCl inhibits both DNA and RNA synthesis and inhibits DNA synthesis with Ki of 0.02 muM.","C1(=CC=C2C(=C1OC)C(C3=C(C2=O)C(=C4C(=C3O)[C@@H](C[C@](C4)(O)C(C)=O)O[C@]5(C[C@@H]([C@@H]([C@@H](O5)C)O)N)[H])O)=O).Cl",200,"http://www.selleckchem.com/products/daunorubicin-hcl-daunomycin-hcl.html","DNA Damage",4,"k18","ENTER_SCREEN_NAME","Confluency",59.28931,54.81682,54.65957,55.84309,56.78761,57.17815,57.51959,57.87658,58.38182,57.99046,58.01411,58.03581,57.82686,"Sytox Green",45.01748,109.063,94.67594,57.08403,33.87914,17.63572,12.53064,12.99474,10.67425,7.889662,6.033271,5.105075,1.856391,"mCherry",23,59,118,151,155,124,110,102,83,66,59,60,54
"1411","2","Crenolanib (CP-868596)","S2730","L1700-13",443.54,"670220-88-9","free base","PDGFR","PDGFR","Synthetic small molecule","Mammalian","Kinase","Crenolanib (CP-868596) is a potent and selective inhibitor of PDGFRA/Beta with Kd of 2.1 nM/3.2 nM; also potently inhibits FLT3; sensitive to D842V mutation not V561D mutation; >100-fold more selective for PDGFR than c-Kit; VEGFR-2; TIE-2; FGFR-2; EGFR; erbB2; and Src.","C1=CC(=C2C(=C1)C=CC(=N2)N3C=NC4=C3C=CC(=C4)OCC5(COC5)C)N6CCC(CC6)N",200,"http://www.selleckchem.com/products/crenolanib-cp-868596.html","Protein Tyrosine Kinase",4,"k19","ENTER_SCREEN_NAME","Confluency",85.14748,84.57884,81.91705,80.15847,77.61089,76.59278,74.99733,73.75546,72.94776,72.05289,71.39468,70.95623,69.98483,"Sytox Green",58.94042,179.6058,394.4831,644.6318,848.3707,1004.308,1090.166,1172.311,1217.793,1253.064,1277.197,1300.866,1314.789,"mCherry",0,4,12,12,13,25,25,24,18,17,13,14,13
"1412","2","Otilonium Bromide","S3047","L1700-15",563.57,"26095-59-0","free base","AChR","Acetylcholine Receptor","","Mammalian","Receptor","Otilonium bromide is an antimuscarinic.","C(COC(C1C=CC(=CC=1)NC(C2C(=CC=CC=2)OCCCCCCCC)=O)=O)[N+](C)(CC)CC.[Br-]",200,"http://www.selleckchem.com/products/otilonium-bromide.html","Neuronal Signaling",4,"k20","ENTER_SCREEN_NAME","Confluency",64.46986,59.85826,59.1117,58.28756,56.84393,57.24234,56.92684,56.47318,55.86522,55.47259,55.31359,54.83023,53.9417,"Sytox Green",43.16109,78.43253,118.809,165.6829,201.4184,233.4412,256.6461,278.4586,284.956,294.7021,319.7634,338.3273,357.8194,"mCherry",2,6,9,13,19,19,16,14,16,14,11,7,7
"1413","2","CCT137690","S2744","L1700-13",551.48,"1095382-05-0","free base","Aurora Kinase","Aurora Kinase","Synthetic small molecule","Mammalian","Kinase","CCT137690 is a highly selective inhibitor of Aurora A; Aurora B and Aurora C with IC50 of 15 nM; 25 nM and 19 nM. It has little effect on hERG ion-channel.","C1(=CN=C2C(=C1N3CCN(CC3)CC4C=C(ON=4)C)N=C(N2)C5=CC=C(C=C5)N6CCN(CC6)C)Br",10,"http://www.selleckchem.com/products/cct137690.html","Cell Cycle",4,"k21","ENTER_SCREEN_NAME","Confluency",79.00635,72.97622,70.98692,71.15875,70.42244,73.49541,70.75406,69.78431,69.73167,69.67847,69.66853,69.10661,68.90855,"Sytox Green",84.92989,180.534,251.541,352.2502,462.7055,558.7737,623.7474,672.9418,687.7929,715.1747,742.5565,770.4023,808.9224,"mCherry",2,2,4,17,17,13,14,13,14,11,12,7,8
"1414","2","Medetomidine HCl","S3060","L1700-15",236.74,"86347-15-1","hydrochloride","Adrenergic Receptor","Adrenergic Receptor","","Mammalian","Receptor","Medetomidine is a selective A2-adrenoceptor agonist; with Ki of 1.08 nM; exhibts 1620-fold selectivity over A1-adrenoceptor.","C1(=C(C(C)=CC=C1)C)C(C2N=CNC=2)C.Cl",50,"http://www.selleckchem.com/products/medetomidine-hcl.html","Neuronal Signaling",4,"k22","ENTER_SCREEN_NAME","Confluency",69.37189,64.81856,63.52722,63.15678,62.47667,62.06366,61.69476,62.16845,61.01094,60.67338,60.32158,59.92529,59.59027,"Sytox Green",57.08403,89.57087,147.119,192.1365,250.6128,279.851,296.5585,306.3045,324.8684,340.1837,364.3167,369.4218,394.9472,"mCherry",4,3,5,11,12,13,12,10,7,8,10,7,4
"1415","2","Empty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"k23","ENTER_SCREEN_NAME","Confluency",67.10124,62.64772,61.1542,61.05315,58.72352,57.84034,58.40989,56.75838,56.43437,56.41309,55.62335,54.78823,54.42531,"Sytox Green",47.33797,58.94042,81.68121,117.4167,142.0139,158.7214,174.5008,199.0979,229.2643,273.3536,302.5917,348.0733,380.0961,"mCherry",4,10,13,22,15,33,47,40,38,28,22,20,19
"1416","2","Empty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"k24","ENTER_SCREEN_NAME","Confluency",63.22481,59.13935,58.2473,55.90706,55.55291,55.11713,53.53584,54.00345,53.88942,53.00609,52.26185,51.39804,51.87007,"Sytox Green",48.26617,72.86335,109.9912,158.7214,196.7775,230.1925,231.1207,252.0051,267.7844,280.7791,299.343,304.4482,329.9735,"mCherry",1,5,7,16,20,15,11,12,10,8,10,9,4
"1417","2","HER2-Inhibitor-1","S2752","L1700-14",569.63,"937265-83-3","free base","HER2;EGFR","ERBB","Synthetic small molecule","Mammalian","Kinase","ARRY-380 is a potent and selective HER2 inhibitor with IC50 of 8 nM; equipotent against truncated p95-HER2; 500-fold more selective for HER2 versus EGFR. Phase 1.","N1C=NC(=C2C=C(C=CC=12)C3OC(=CC=3)CNCCS(=O)(=O)C)NC4C=C(C(=CC=4)OC5=CC6N(C=C5)N=CN=6)C",200,"http://www.selleckchem.com/products/arry-380.html","Protein Tyrosine Kinase",4,"l1","ENTER_SCREEN_NAME","Confluency",64.37336,60.01268,58.54742,57.71114,55.48088,54.79497,54.06268,53.1262,52.47152,52.00578,51.97631,51.22216,50.74651,"Sytox Green",51.05075,69.15057,97.46053,124.3782,152.2241,175.429,192.1365,203.7389,221.3746,239.4744,257.5742,290.9893,316.9788,"mCherry",2,1,6,10,11,18,19,13,13,11,7,10,10
"1418","2","Caspofungin Acetate","S3073","L1700-16",1213.42,"179463-17-3","acetate","Others","Other","Synthetic small molecule","Fungus","Other","Caspofungin acetate is a lipopeptide antifungal drug.","[C@@H]1(CN2[C@@](C1)(C(N[C@](C(N[C@@](C(N3[C@](C(N[C@@H]([C@@H](C[C@@H](C(N[C@](C2=O)([C@@H](C)O)[H])=O)NC(CCCCCCCC[C@@H](C[C@@H](CC)C)C)=O)O)NCCN)=O)([C@@H](O)CC3)[H])=O)([C@H](CCN)O)[H])=O)([C@H](O)[C@@H](O)C4=CC=C(C=C4)O)[H])=O)[H])O.CC(=O)O.CC(=O)O",200,"http://www.selleckchem.com/products/caspofungin-acetate.html","Others",4,"l2","ENTER_SCREEN_NAME","Confluency",69.98822,64.00899,62.92254,62.12984,61.42822,60.8832,60.70309,59.49288,59.4417,58.96625,58.37938,57.89847,57.82475,"Sytox Green",51.97895,79.82481,119.2731,181.4622,226.4797,261.7511,287.2765,307.2327,326.2607,343.8965,361.5322,377.3115,394.4831,"mCherry",1,5,8,9,24,22,19,20,16,13,8,8,6
"1419","2","3-Methyladenine","S2767","L1700-14",149.15,"5142-23-4","free base","Autophagy;PI3K","PI3K","Synthetic small molecule","Mammalian","Kinase","3-Methyladenine is a selective PI3K inhibitor for Vps34 and PI3Kgamma with IC50 of 25 muM and 60 muM;  blocks class I PI3K consistently; whereas suppression of class III PI3K is transient; and also blocks autophagosome formation.","N1=CN=C2N(C=NC(=C12)N)C",26,"http://www.selleckchem.com/products/3-methyladenine.html","PI3K/Akt/mTOR",4,"l3","ENTER_SCREEN_NAME","Confluency",69.62298,64.4498,63.87008,63.38088,62.33203,61.1898,60.78777,60.78493,60.59225,60.8018,60.01801,59.40232,59.64149,"Sytox Green",30.16636,54.76354,106.7425,163.8265,214.4132,247.8282,278.9228,303.984,325.3326,344.8246,374.0628,393.5549,415.3675,"mCherry",3,12,15,19,29,34,32,30,27,16,15,15,9
